CODIGO,PRODUTO, PREÇO,IPI,CAS,NCM,ST,EXERCITO,CIVIL,FEDERAL,IBAMA,ONU,CLASSE RISCO,VALIDADE,CONCENTRACAO,DENSIDADE,CATEGORIA,SUBCATEGORIA
HA09679RA,HIDROXIDO DE ALUMINIO PA 250G," R$  22,18 ","0,00%",21645-51-2,2818.30.00,NAO,N,N,N,N,-,-,6 - ANO,47,"2,42",Ácidos e Bases,Bases
HA03324RA,HIDROXIDO DE ALUMINIO PA 500G," R$  38,50 ","0,00%",21645-51-2,2818.30.00,NAO,N,N,N,N,-,-,6 - ANO,47,"2,42",Ácidos e Bases,Bases
HB07747RA,HIDROXIDO DE BARIO 8H2O PA 1KG," R$  108,45 ","0,00%",12230-71-6,2816.40.10,NAO,N,N,N,N,3262,8,6 - ANO,98,"2,18",Ácidos e Bases,Bases
HB08048RA,HIDROXIDO DE BARIO 8H2O PA 500G," R$  42,20 ","0,00%",12230-71-6,2816.40.10,NAO,N,N,N,N,3262,8,6 - ANO,98,"2,18",Ácidos e Bases,Bases
HB06617RA,HIDROXIDO DE BARIO ANIDRO PA 500G," R$  211,55 ","0,00%",17194-00-2,2816.40.10,NAO,N,N,N,N,3262,8,6 - ANO,98,"1,025",Ácidos e Bases,Bases
HB08819SO,"HIDROXIDO DE BARIO SOL.0,1N 1L"," R$  48,45 ","0,00%",12230-71-6,2816.40.10,NAO,N,N,N,N,1760,8,2 - ANO,"0,95",1,Ácidos e Bases,Bases
HC08818SO,HIDROXIDO DE CALCIO (AGUA DE CAL)10% 1L," R$  16,17 ","0,00%",1305-62-0,2825.90.90,NAO,N,N,N,N,-,-,4 - ANO,10,"0,98",Ácidos e Bases,Bases
HC07136RA,HIDROXIDO DE CALCIO PA 1KG," R$  33,12 ","0,00%",1305-62-0,2825.90.90,NAO,N,N,N,N,-,-,6 - ANO,95,"2,24",Ácidos e Bases,Bases
HC09743RA,HIDROXIDO DE CALCIO PA 500G," R$  11,55 ","0,00%",1305-62-0,2825.90.90,NAO,N,N,N,N,-,-,6 - ANO,95,"2,24",Ácidos e Bases,Bases
HC06925RA,HIDROXIDO DE CALCIO PA 5KG," R$  70,40 ","0,00%",1305-62-0,2825.90.90,NAO,N,N,N,N,-,-,6 - ANO,95,"2,24",Ácidos e Bases,Bases
HC03432SO,HIDROXIDO DE CALCIO SOL. 3g/L 1L," R$  28,15 ","0,00%",1305-62-0,2825.90.90,NAO,N,N,N,N,-,-,4 - ANO,3,1,Ácidos e Bases,Bases
HC03301SO,HIDROXIDO DE CALCIO SOL. SATURADA TS 1L	," R$  38,48 ","0,00%",1305-62-0,2825.90.90,NAO,N,N,N,N,-,-,4 - ANO,"0,15",1,Ácidos e Bases,Bases
HC04345RA,HIDROXIDO DE COBRE II 250G," R$  285,36 ","0,00%",20427-59-2,2825.50.90,NAO,N,N,N,N,3288,6.1,6 - ANO,57,"3,37",Ácidos e Bases,Bases
HL06625RA,HIDROXIDO DE LITIO MONOHIDRATADO PA 100G," R$  91,25 ","0,00%",1310-66-3,2825.20.20,NAO,N,N,N,N,2680,8,6 - ANO,98,"1,51",Ácidos e Bases,Bases
HL03861RA,HIDROXIDO DE LITIO MONOHIDRATADO PA 1KG," R$  599,50 ","0,00%",1310-66-3,2825.20.20,NAO,N,N,N,N,2680,8,6 - ANO,98,"1,51",Ácidos e Bases,Bases
HL03862RA,HIDROXIDO DE LITIO MONOHIDRATADO PA 500G," R$  278,60 ","0,00%",1310-66-3,2825.20.20,NAO,N,N,N,N,2680,8,6 - ANO,98,"1,51",Ácidos e Bases,Bases
HM07055RA,HIDROXIDO DE MAGNESIO PA 250G," R$  13,66 ","0,00%",1309-42-8,2816.10.10,NAO,N,N,N,N,-,-,6 - ANO,95,"2,36",Ácidos e Bases,Bases
HM09814RA,HIDROXIDO DE MAGNESIO PA 500G," R$  26,52 ","0,00%",1309-42-8,2816.10.10,NAO,N,N,N,N,-,-,6 - ANO,95,"2,36",Ácidos e Bases,Bases
HP08817SO,"HIDROXIDO DE POTASSIO SOL.0,01N(M) EM ALCOOL ETILICO 1L"," R$  66,36 ","0,00%",1310-58-3,2815.20.00,NAO,N,N,N,N,2924,3,2 - ANO,"0,06","0,87",Ácidos e Bases,Bases
HP06410SO,"HIDROXIDO DE POTASSIO SOL.0,02N(M) EM ALCOOL ETILICO 1L"," R$  66,75 ","0,00%",1310-58-3,2815.20.00,NAO,N,N,N,N,2924,3,2 - ANO,"0,01","0,87",Ácidos e Bases,Bases
HP08816SO,"HIDROXIDO DE POTASSIO SOL.0,05N(M) EM ALCOOL ETILICO 1L"," R$  68,67 ","0,00%",1310-58-3,2815.20.00,NAO,N,N,N,N,2924,3,2 - ANO,"0,03","0,87",Ácidos e Bases,Bases
HP09759SO,"HIDROXIDO DE POTASSIO SOL.0,1N(M) EM ALCOOL ETILICO 1L"," R$  69,15 ","0,00%",1310-58-3,2815.20.00,NAO,N,N,N,N,2924,3,2 - ANO,"0,56","0,87",Ácidos e Bases,Bases
HP07034SO,"HIDROXIDO DE POTASSIO SOL.0,56M(N) EM ALCOOL ETILICO 1L"," R$  70,50 ","0,00%",1310-58-3,2815.20.00,NAO,N,N,N,N,2924,3,2 - ANO,"3,1","0,87",Ácidos e Bases,Bases
HP09864SO,"HIDROXIDO DE POTASSIO SOL.0,5N(M) EM ALCOOL ETILICO 1L"," R$  70,65 ","0,00%",1310-58-3,2815.20.00,NAO,N,N,N,N,2924,3,2 - ANO,"2,8","0,9",Ácidos e Bases,Bases
HP08812SO,HIDROXIDO DE POTASSIO SOL.1N(M) EM ALCOOL ETILICO 1L," R$  71,58 ","0,00%",1310-58-3,2815.20.00,NAO,N,N,N,N,2924,3,2 - ANO,"6,24","0,87",Ácidos e Bases,Bases
HP08810SO,HIDROXIDO DE POTASSIO SOL.2N(M) EM ALCOOL ETILICO 1L," R$  72,42 ","0,00%",1310-58-3,2815.20.00,NAO,N,N,N,N,2924,3,2 - ANO,"11,2","0,93",Ácidos e Bases,Bases
HP06584SO,HIDROXIDO DE POTASSIO SOL.4% EM ALCOOL ETILICO 1L," R$  67,50 ","0,00%",1310-58-3,2815.20.00,NAO,N,N,N,N,2924,3,4 - ANO,4,"0,87",Ácidos e Bases,Bases
HT04763RA,HIDROXIDO DE TETRABUTILAMONIO 30H2O 98% PA 100G," R$  1.227,60 ","0,00%",147741-30-8,2923.90.90,NAO,N,N,N,N,3263,8,6 - ANO,98,1,Ácidos e Bases,Bases
HT04764RA,HIDROXIDO DE TETRABUTILAMONIO 30H2O 98% PA 25G," R$  341,15 ","0,00%",147741-30-8,2923.90.90,NAO,N,N,N,N,3263,8,6 - ANO,98,1,Ácidos e Bases,Bases
HT06194SO,HIDROXIDO DE TETRABUTILAMONIO SOL. 40% EM AGUA  500ML," R$  895,36 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3267,8,4 - ANO,38,1,Ácidos e Bases,Bases
HT06282SO,HIDROXIDO DE TETRABUTILAMONIO SOL. 40% EM AGUA 100ML," R$  241,90 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3267,8,4 - ANO,38,1,Ácidos e Bases,Bases
HT04444SO,"HIDROXIDO DE TETRABUTILAMONIO SOL.0,1M (2-PROPANOL/METANOL) 500ML"," R$  342,15 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3286,6.1.8,2 - ANO,"2,6","0,79",Ácidos e Bases,Bases
HT05742SO,"HIDROXIDO DE TETRABUTILAMONIO SOL.0,1M ALCOOL ISOPROPILICO 1L"," R$  485,12 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3286,6.1.8,2 - ANO,"2,6","0,78",Ácidos e Bases,Bases
HT04335SO,"HIDROXIDO DE TETRABUTILAMONIO SOL.0,1M EM TOLUENO 500ML"," R$  342,15 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3286,6.1.8,2 - ANO,"2,6","0,78",Ácidos e Bases,Bases
HT06195SO,"HIDROXIDO DE TETRABUTILAMONIO SOL.0,1N AQUOSA 1L"," R$  326,63 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3267,8,2 - ANO,"2,6",1,Ácidos e Bases,Bases
HT06102SO,"HIDROXIDO DE TETRABUTILAMONIO SOL.0,1N EM AGUA 500ML"," R$  285,20 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3267,8,2 - ANO,"2,6","0,79",Ácidos e Bases,Bases
HT06437SO,"HIDROXIDO DE TETRABUTILAMONIO SOL.0,1N EM METANOL 1L"," R$  365,25 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3286,6.1.8,2 - ANO,"2,6","0,82",Ácidos e Bases,Bases
HT03181SO,"HIDROXIDO DE TETRABUTILAMONIO SOL.0,1N EM TOLUENO/METANOL 1L 	"," R$  562,36 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3286,"3(6.1, 8)",2 - ANO,"2,5","0,83",Ácidos e Bases,Bases
HT06283SO,"HIDROXIDO DE TETRABUTILAMONIO SOL.0,4M EM AGUA 500ML"," R$  642,19 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3267,8,2 - ANO,"10,4",1,Ácidos e Bases,Bases
HT05457SO,"HIDROXIDO DE TETRABUTILAMONIO SOL.0,5M EM AGUA 1L"," R$  1.785,00 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3267,8,2 - ANO,13,"0,98",Ácidos e Bases,Bases
HT04380SO,"HIDROXIDO DE TETRABUTILAMONIO SOL.0,5M EM METANOL 500ML"," R$  1.246,88 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3286,6.1.8,2 - ANO,"0,49","0,87",Ácidos e Bases,Bases
HT06543SO,HIDROXIDO DE TETRABUTILAMONIO SOL.10% EM AGUA 250ML," R$  210,23 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3267,8,4 - ANO,10,"0,98",Ácidos e Bases,Bases
HT06130SO,HIDROXIDO DE TETRABUTILAMONIO SOL.10% EM METANOL 100ML," R$  210,23 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3286,6.1.8,4 - ANO,10,"0,78",Ácidos e Bases,Bases
HT06295SO,HIDROXIDO DE TETRABUTILAMONIO SOL.1M EM METANOL 100ML," R$  389,46 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3286,6.1.8,2 - ANO,26,"0,92",Ácidos e Bases,Bases
HT04634SO,HIDROXIDO DE TETRABUTILAMONIO SOL.1M EM METANOL 1L," R$  2.451,12 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3286,6.1.8,2 - ANO,26,"0,87",Ácidos e Bases,Bases
HT03842SO,HIDROXIDO DE TETRABUTILAMONIO SOL.1M EM METANOL 250ML," R$  875,25 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3286,6.1.8,2 - ANO,"25,9","0,92",Ácidos e Bases,Bases
HT04625SO,HIDROXIDO DE TETRABUTILAMONIO SOL.20% EM AGUA 1L," R$  1.495,25 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3267,8,4 - ANO,20,"0,98",Ácidos e Bases,Bases
HT06303SO,HIDROXIDO DE TETRABUTILAMONIO SOL.25% EM AGUA 100ML," R$  248,15 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3267,8,4 - ANO,25,"0,98",Ácidos e Bases,Bases
HT07240SO,HIDROXIDO DE TETRABUTILAMONIO SOL.25% EM METANOL 100ML," R$  248,15 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3286,6.1.8,4 - ANO,25,"0,95",Ácidos e Bases,Bases
HT04901SO,HIDROXIDO DE TETRABUTILAMONIO SOL.40% EM AGUA 1L," R$  1.612,36 ","0,00%",2052-49-5,2923.90.90,NAO,N,N,N,N,3267,8,4 - ANO,40,"0,95",Ácidos e Bases,Bases
HT06256SO,HIDROXIDO DE TETRAMETILAMONIO 10% METANOL 100ML," R$  210,33 ","0,00%",75-59-2,2923.90.90,NAO,N,N,N,N,3286,3,4 - ANO,10,"0,78",Ácidos e Bases,Bases
TH05745SO,HIDROXIDO DE TETRAMETILAMONIO 25% EM H2O 100ML," R$  350,66 ","0,00%",75-59-2,2921.19.39,NAO,N,N,N,N,1835,8,4 - ANO,25,1,Ácidos e Bases,Bases
HT04785SO,HIDROXIDO DE TETRAMETILAMONIO 25% EM H2O 250ML," R$  974,15 ","0,00%",75-59-2,2921.19.39,NAO,N,N,N,N,1835,8,4 - ANO,25,1,Ácidos e Bases,Bases
HT05136SO,HIDROXIDO DE TETRAMETILAMONIO 25% METANOL 100ML," R$  346,21 ","0,00%",75-59-2,2921.19.39,NAO,N,N,N,N,3286,3,4 - ANO,25,"0,87",Ácidos e Bases,Bases
TH06183RA,HIDROXIDO DE TETRAMETILAMONIO 25% METANOL 500ML," R$  1.612,25 ","0,00%",75-59-2,2921.19.39,NAO,N,N,N,N,3286,3,4 - ANO,25,"1,015",Ácidos e Bases,Bases
HT05311RA,HIDROXIDO DE TETRAMETILAMONIO 5H2O 97% 100G," R$  1.495,25 ","0,00%",10424-65-4,2923.90.90,NAO,N,N,N,N,1835,8,6 - ANO,97,"1,015",Ácidos e Bases,Bases
HT05312RA,HIDROXIDO DE TETRAMETILAMONIO 5H2O 97% 25G," R$  465,27 ","0,00%",10424-65-4,2923.90.90,NAO,N,N,N,N,3423,8,6 - ANO,97,"1,015",Ácidos e Bases,Bases
HT06828SO,HIDROXIDO DE TETRAMETILAMONIO SOL.10% H2O 100ML," R$  182,34 ","0,00%",75-59-2,2825.90.90,NAO,N,N,N,N,1835,8,4 - ANO,12,"0,99",Ácidos e Bases,Bases
HT04096SO,HIDROXIDO DE TETRAMETILAMONIO SOL.10% H2O 1L," R$  1.232,25 ","0,00%",75-59-2,2825.90.90,NAO,N,N,N,N,1835,8,4 - ANO,10,"0,99",Ácidos e Bases,Bases
HT06938SO,HIDROXIDO TETRAETILAMONIO 20% H2O 100ML," R$  125,88 ","0,00%",77-98-5,2923.90.90,NAO,N,N,N,N,3267,8,4 - ANO,20,"0,99",Ácidos e Bases,Bases
HT04151SO,HIDROXIDO TETRAETILAMONIO SOL.20% H2O 1L," R$  834,94 ","0,00%",77-98-5,2923.90.90,NAO,N,N,N,N,3267,8,4 - ANO,20,1,Ácidos e Bases,Bases
HT04152SO,HIDROXIDO TETRAETILAMONIO SOL.20% H2O 500ML," R$  449,51 ","0,00%",77-98-5,2923.90.90,NAO,N,N,N,N,3267,8,4 - ANO,20,1,Ácidos e Bases,Bases
HT04150SO,HIDROXIDO TETRAETILAMONIO SOL.20% METANOL 100ML," R$  129,27 ","0,00%",77-98-5,2923.90.90,NAO,N,N,N,N,3286,3,4 - ANO,20,"0,8",Ácidos e Bases,Bases
HT04147SO,HIDROXIDO TETRAETILAMONIO SOL.20% METANOL 1L," R$  994,50 ","0,00%",77-98-5,2923.90.90,NAO,N,N,N,N,3286,3,4 - ANO,20,"0,8",Ácidos e Bases,Bases
HT04148SO,HIDROXIDO TETRAETILAMONIO SOL.20% METANOL 500ML," R$  550,33 ","0,00%",77-98-5,2923.90.90,NAO,N,N,N,N,3286,3,4 - ANO,20,"0,8",Ácidos e Bases,Bases
HI06480RA,HIDROXIQUINOLINA-8 PA 250G," R$  425,21 ","0,00%",148-24-3,2933.49.90,NAO,N,N,N,N,2811,6.1,6 - ANO,99,"1,03",Compostos Orgânicos,Diversos
HD06501RA,HIDROXIQUINOLINA-8 PA 25G," R$  33,84 ","0,00%",148-24-3,2933.49.90,NAO,N,N,N,N,2811,6.1,6 - ANO,99,"1,03",Compostos Orgânicos,Diversos
HC04724RA,HIPOFOSFITO DE CALCIO PA 500G," R$  397,09 ","0,00%",7789-79-9,2835.26.00,NAO,N,N,N,N,3178,4.1,6 - ANO,98,"2,243",Metais,Metais Alcalinos e Alcalino-Terrosos
HS05734RA,HIPOFOSFITO DE SODIO (1H2O) PA 1KG," R$  66,34 ","0,00%",10039-56-2,2835.10.11,NAO,N,N,N,N,-,-,6 - ANO,98,"0,8",Metais,Metais Alcalinos e Alcalino-Terrosos
HS05735RA,HIPOFOSFITO DE SODIO (1H2O) PA 500G," R$  38,17 ","0,00%",10039-56-2,2835.10.11,NAO,N,N,N,N,-,-,6 - ANO,98,"0,8",Metais,Metais Alcalinos e Alcalino-Terrosos
HI06331RA,HISTIDINA-L HCL(H20) PA 100G," R$  197,92 ","0,00%",5934-29-2,2933.29.92,NAO,N,N,N,N,-,-,6 - ANO,99,"1,47",Compostos Orgânicos,Aminoácidos
H06690RA,HYAMINE 1622 (CLORETO DE BENZETONIO) 250G," R$  167,64 ","0,00%",121-54-0,2923.90.90,NAO,N,N,N,N,2923,8,6 - ANO,99,"1,1",Sais Inorgânicos,Cloretos
H03462RA,HYAMINE 1622 (CLORETO DE BENZETONIO) 500G," R$  244,64 ","0,00%",121-54-0,2923.90.90,NAO,N,N,N,N,2923,8,6 - ANO,99,"1,1",Sais Inorgânicos,Cloretos
H07234RA,HYAMINE 1622 (CLORETO DE BENZETONIO) 50G," R$  40,18 ","0,00%",121-54-0,2923.90.90,NAO,N,N,N,N,2923,8,6 - ANO,99,"1,1",Sais Inorgânicos,Cloretos
H09889SO,"HYAMINE 1622 SOL.0,004M 1L"," R$  29,85 ","0,00%",121-54-0,2923.90.90,NAO,N,N,N,N,-,-,2 - ANO,"0,18","0,98",Compostos Orgânicos,Diversos
H08779SO,"HYAMINE 1622 SOL.0,04M 1L"," R$  37,67 ","0,00%",121-54-0,2923.90.90,NAO,N,N,N,N,-,-,2 - ANO,"1,9","0,98",Compostos Orgânicos,Diversos
I09153RA,IMIDAZOL PS 100G," R$  28,32 ","0,00%",288-32-4,2933.29.91,NAO,N,N,N,N,3263,8,6 - ANO,99,"1,036",Compostos Orgânicos,Diversos
I09151RA,IMIDAZOL PS 250G," R$  67,79 ","0,00%",288-32-4,2933.29.91,NAO,N,N,N,N,3263,8,6 - ANO,99,"1,036",Compostos Orgânicos,Diversos
I09152RA,IMIDAZOL PS 500G," R$  138,98 ","0,00%",288-32-4,2933.29.91,NAO,N,N,N,N,3263,8,6 - ANO,99,"1,04",Compostos Orgânicos,Diversos
I04392RA,IMIDAZOL PS 5KG," R$  1.146,00 ","0,00%",288-32-4,2933.29.91,NAO,N,N,N,N,3263,8,6 - ANO,99,"1,036",Compostos Orgânicos,Diversos
IU06675RA,IMIDAZOLIDINIL UREIA 500G," R$  356,52 ","0,00%",39236-46-9,2933.29.99,NAO,N,N,N,N,-,-,6 - ANO,0,"1,24",Compostos Orgânicos,Diversos
IA03269SO,INDICADOR AMIDO SOLUCAO TS 1L	," R$  45,89 ","0,00%",9005-84-9,3822.90.00,NAO,N,N,N,N,-,-,2 - ANO,0,1,Indicadores,Indicadores e Corantes
IM03259SO,INDICADOR MISTO BROMETO DE DIMIDIUM/AZUL DE DISSULFINA  (SOL. ESTOQUE) 1L," R$  265,15 ","0,00%",-,2827.51.00,NAO,N,N,N,N,1170,3,2 - ANO,"0,2","0,8",Indicadores,Indicadores e Corantes
IM03260SO,INDICADOR MISTO BROMETO DE DIMIDIUM/AZUL DE DISSULFINA – SOLUCAO ACIDA 1L	," R$  265,15 ","0,00%",-,2827.51.00,NAO,N,N,N,N,2796,8,2 - ANO,4,"0,8",Indicadores,Indicadores e Corantes
IO03377SO,INDICADOR ORACET BLUE B TS 1L," R$  641,10 ","0,00%",12769-16-3,3822.90.00,NAO,N,N,N,N,-,-,2 - ANO,0,1,Indicadores,Indicadores e Corantes
IC09339RA,INDIGO CARMIN PA ACS (CI.73015) 25G," R$  14,79 ","0,00%",860-22-0,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,85,"1,2",Indicadores,Indicadores e Corantes
IC08777SO,"INDIGO CARMIN SOL.0,1% 1L"," R$  14,13 ","0,00%",860-22-0,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,"0,1","0,98",Indicadores,Indicadores e Corantes
IC07221SO,"INDIGO CARMIN SOL.0,2% EM ACIDO AC. 1L"," R$  66,33 ","0,00%",860-22-0,3822.90.00,NAO,N,N,N,N,2789,3,4 - ANO,"0,2","1,03",Indicadores,Indicadores e Corantes
IC06907SO,"INDIGO CARMIN SOL.0,3% AQUOSA 1L"," R$  32,14 ","0,00%",860-22-0,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,"0,3","0,98",Indicadores,Indicadores e Corantes
IC07370SO,"INDIGO CARMIN SOL.0,5% AQUOSA 1L"," R$  36,18 ","0,00%",860-22-0,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,"0,5","0,98",Indicadores,Indicadores e Corantes
CA07235SO,"INDIGO CARMIN SOL.1,2% 1L"," R$  39,89 ","0,00%",860-22-0,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,"1,2","0,98",Indicadores,Indicadores e Corantes
I04534RA,INOSINA PA 25G," R$  1.317,25 ","0,00%",58-63-9,2934.99.99,NAO,N,N,N,N,-,-,6 - ANO,98,"1,6",Compostos Orgânicos,Diversos
I04535RA,INOSINA PA 5G," R$  310,25 ","0,00%",58-63-9,2934.99.99,NAO,N,N,N,N,-,-,6 - ANO,98,"1,6",Compostos Orgânicos,Diversos
I09205RA,INOSITOL PA 100G," R$  26,16 ","0,00%",87-89-8,2906.13.00,NAO,N,N,N,N,-,-,6 - ANO,97,"1,75",Compostos Orgânicos,Diversos
I07398RA,INOSITOL PA 500G," R$  115,60 ","0,00%",87-89-8,2906.13.00,NAO,N,N,N,N,-,-,6 - ANO,97,"1,75",Compostos Orgânicos,Diversos
IC08382RA,IODATO DE CALCIO PA 100G," R$  248,75 ","0,00%",7789-80-2,2829.90.32,NAO,N,N,N,N,1479,5.1,6 - ANO,99,"4,52",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IC04163RA,IODATO DE CALCIO PA 500G," R$  1.115,00 ","0,00%",7789-80-2,2829.90.32,NAO,N,N,N,N,1479,5.1,6 - ANO,99,"4,52",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP04072RA,IODATO DE POTASSIO PA 100G," R$  92,53 ","0,00%", 7758-05-6,2829.90.31,NAO,N,N,N,N,1479,5.1,6 - ANO,99,"3,98",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP04069RA,IODATO DE POTASSIO PA 1KG," R$  835,30 ","0,00%", 7758-05-6,2829.90.31,NAO,N,N,N,N,1479,5.1,6 - ANO,99,"3,98",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP04071RA,IODATO DE POTASSIO PA 250G," R$  216,33 ","0,00%", 7758-05-6,2829.90.31,NAO,N,N,N,N,1479,5.1,6 - ANO,99,"3,98",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP04070RA,IODATO DE POTASSIO PA 500G," R$  422,65 ","0,00%", 7758-05-6,2829.90.31,NAO,N,N,N,N,1479,5.1,6 - ANO,99,"3,98",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP04448SO,"IODATO DE POTASSIO SOL.0,0005 N 1L"," R$  64,15 ","0,00%",7758-05-6,2829.90.31,NAO,N,N,N,N,-,-,2 - ANO,"0,0018",1,Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP04245SO,"IODATO DE POTASSIO SOL.0,0025M 1L"," R$  64,15 ","0,00%",7758-05-6,2829.90.31,NAO,N,N,N,N,-,-,2 - ANO,"0,053",1,Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP08776SO,"IODATO DE POTASSIO SOL.0,01N 1L"," R$  20,88 ","0,00%",7758-05-6,2829.90.31,NAO,N,N,N,N,-,-,2 - ANO,"0,036",1,Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP04244SO,"IODATO DE POTASSIO SOL.0,025M 1L"," R$  64,15 ","0,00%",7758-05-6,2829.90.31,NAO,N,N,N,N,-,-,2 - ANO,"0,53",1,Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP07180SO,"IODATO DE POTASSIO SOL.0,025N 1L"," R$  64,15 ","0,00%",7758-05-6,2829.90.31,NAO,N,N,N,N,-,-,2 - ANO,"0,09",1,Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP04481SO,"IODATO DE POTASSIO SOL.0,02M 1L"," R$  64,15 ","0,00%",7758-05-6,2829.90.31,NAO,N,N,N,N,-,-,2 - ANO,"0,42",1,Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP06467SO,"IODATO DE POTASSIO SOL.0,05M 1L"," R$  23,09 ","0,00%",7758-05-6,2829.90.31,NAO,N,N,N,N,-,-,2 - ANO,"1,07",1,Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP09350SO,"IODATO DE POTASSIO SOL.0,1N 1L"," R$  18,80 ","0,00%",7758-05-6,2829.90.31,NAO,N,N,N,N,-,-,2 - ANO,"0,36",1,Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IS06561RA,IODATO DE SODIO PA 100G," R$  113,76 ","0,00%",7681-55-2,2829.90.39,NAO,N,N,N,N,1479,5.1,6 - ANO,99,"4,28",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IS08182RA,IODATO DE SODIO PA 250G," R$  282,30 ","0,00%",7681-55-2,2829.90.31,NAO,N,N,N,N,1479,5.1,6 - ANO,99,"4,28",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IA04567RA,IODETO DE AMONIO PA 100G," R$  330,80 ","0,00%",12027-06-4,2827.60.19,NAO,N,N,N,N,-,-,6 - ANO,99,"2,51",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IA04566RA,IODETO DE AMONIO PA 25G," R$  156,25 ","0,00%",12027-06-4,2827.60.19,NAO,N,N,N,N,-,-,6 - ANO,99,"2,51",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP09981RA,IODETO DE POTASSIO PA ACS 100G," R$  129,30 ","0,00%",7681-11-0,2827.60.12,NAO,N,N,N,N,-,-,6 - ANO,99,"3,13",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP09940RA,IODETO DE POTASSIO PA ACS 1KG," R$  1.018,85 ","0,00%",7681-11-0,2827.60.12,NAO,N,N,N,N,-,-,6 - ANO,99,"3,13",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP09938RA,IODETO DE POTASSIO PA ACS 250G," R$  272,98 ","0,00%",7681-11-0,2827.60.12,NAO,N,N,N,N,-,-,6 - ANO,99,"3,13",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP09939RA,IODETO DE POTASSIO PA ACS 500G," R$  536,38 ","0,00%",7681-11-0,2827.60.12,NAO,N,N,N,N,-,-,6 - ANO,99,"3,13",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP03514SO,"IODETO DE POTASSIO SOL. 16,5% 1L"," R$  262,01 ","0,00%",7681-11-0,2829.90.31,NAO,N,N,N,N,-,-,4 - ANO,"16,5",1,Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP06080SO,IODETO DE POTASSIO SOL. SATURADA 1L," R$  1.099,88 ","0,00%",7681-11-0,2829.90.31,NAO,N,N,N,N,-,-,4 - ANO,65,"1,445",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
IP08771SO,"IODETO DE POTASSIO SOL.0,01N 1L"," R$  22,93 ","0,00%",7681-11-0,2829.90.31,NAO,N,N,N,N,-,-,2 - ANO,"0,17","0,98",Sais Inorgânicos,"Brometos, Iodetos e Fluoretos"
