CODIGO,PRODUTO, PREÇO,IPI,CAS,NCM,ST,EXERCITO,CIVIL,FEDERAL,IBAMA,ONU,CLASSE RISCO,VALIDADE,CONCENTRACAO,DENSIDADE,CATEGORIA,SUBCATEGORIA
AS05582SO,ACIDO SULFOSSALICILICO SOL.2% P/V 1L," R$  48,10 ","0,00%",5965-83-3,2918.29.10,NAO,N,N,N,N,-,-,4 - ANO,10,"0,98",Ácidos e Bases,Ácidos
AS03945SO,ACIDO SULFOSSALICILICO SOL.20% 1L," R$  124,15 ","0,00%",5965-83-3,2918.29.10,NAO,N,N,N,N,3265,8,4 - ANO,20,"1,06",Ácidos e Bases,Ácidos
AS09393SO,ACIDO SULFOSSALICILICO SOL.3% 1L," R$  18,97 ","0,00%",5965-83-3,2918.29.10,NAO,N,N,N,N,-,-,4 - ANO,3,"0,98",Ácidos e Bases,Ácidos
AS05783SO,ACIDO SULFOSSALICILICO SOL.5% 1L," R$  22,30 ","0,00%",5965-83-3,2918.29.10,NAO,N,N,N,N,-,-,4 - ANO,5,"0,98",Ácidos e Bases,Ácidos
AS07895RA,ACIDO SULFOSSALICILICO-5 (2H2O) PA 100G," R$  41,78 ","0,00%",5965-83-3,2918.29.10,NAO,N,N,N,N,3261,8,6 - ANO,98,"1,69",Ácidos e Bases,Ácidos
AS08478RA,ACIDO SULFOSSALICILICO-5 (2H2O) PA 250G," R$  89,44 ","0,00%",5965-83-3,2918.29.10,NAO,N,N,N,N,3261,8,6 - ANO,98,"1,69",Ácidos e Bases,Ácidos
AC04568SO,ACIDO SULFUROSO SOL. SATURADA 1L," R$  240,00 ","0,00%",7446-09-05,2811.29.10,NAO,N,N,N,N,1833,8,2 - ANO,6,"1,02",Ácidos e Bases,Ácidos
AT09996RA,ACIDO TANICO PA 100G," R$  24,72 ","0,00%",1401-55-4,3201.90.20,NAO,N,N,N,N,-,-,6 - ANO,91,1,Ácidos e Bases,Ácidos
AT06952RA,ACIDO TANICO PA 250G," R$  43,30 ","0,00%",1401-55-4,3201.90.20,NAO,N,N,N,N,-,-,6 - ANO,95,1,Ácidos e Bases,Ácidos
AT05906SO,ACIDO TANICO SOL.2% AQUOSA 1L," R$  19,90 ","0,00%",1401-55-4,2915.39.39,NAO,N,N,N,N,-,-,4 - ANO,2,1,Ácidos e Bases,Ácidos
AT05717RA,ACIDO TARTARICO L(+) PA ACS ISO 500G," R$  103,78 ","0,00%",87-69-4,2918.13.10,NAO,N,N,N,N,-,-,6 - ANO,99,"1,74",Ácidos e Bases,Ácidos
AT08129RA,ACIDO TARTARICO-L PA 1KG," R$  87,90 ","0,00%",87-69-4,2918.13.10,NAO,N,N,N,N,-,-,6 - ANO,99,"1,74",Ácidos e Bases,Ácidos
AT08130RA,ACIDO TARTARICO-L PA 500G," R$  48,95 ","0,00%",87-69-4,2918.13.10,NAO,N,N,N,N,-,-,6 - ANO,99,"1,74",Ácidos e Bases,Ácidos
AT09381SO,ACIDO TARTARICO-L SOL.10% 1L," R$  19,29 ","0,00%",87-69-4,2918.13.10,NAO,N,N,N,N,-,-,4 - ANO,10,1,Ácidos e Bases,Ácidos
AT07299RA,ACIDO TIOBARBITURICO PA 100G," R$  676,84 ","0,00%",504-17-6,2933.52.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,66",Ácidos e Bases,Ácidos
AT07821RA,ACIDO TIOBARBITURICO PA 25G," R$  290,97 ","0,00%",504-17-6,2933.52.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,66",Ácidos e Bases,Ácidos
AT05254SO,"ACIDO TIOBARBITURICO SOL.0,02M 1L"," R$  187,30 ","0,00%",504-17-6,2933.52.00,NAO,N,N,N,N,-,-,2 - ANO,"0,29",1,Ácidos e Bases,Ácidos
AT06123RA,ACIDO TIOGLICOLICO PS 1L," R$  191,45 ","0,00%",68-11-1,2930.90.11,NAO,N,N,N,N,1940,8,6 - ANO,99,"1,33",Ácidos e Bases,Ácidos
AT07997RA,ACIDO TIOGLICOLICO PS 500ML," R$  101,98 ","0,00%",68-11-1,2930.90.11,NAO,N,N,N,N,1940,8,6 - ANO,99,"1,33",Ácidos e Bases,Ácidos
AT04989RA,ACIDO TOLUENO SULFONICO-4 AMIDA PA 100G," R$  278,39 ","0,00%",70-55-3,2935.90.93,NAO,N,N,N,N,-,-,6 - ANO,"97,5",1,Ácidos e Bases,Ácidos
AT06418RA,ACIDO TOLUENO SULFONICO-4 PA 100G," R$  25,87 ","0,00%",6192-52-5,2915.40.90,NAO,N,N,N,N,2585,8,6 - ANO,"97,5",1,Ácidos e Bases,Ácidos
AT04368RA,ACIDO TOLUENO SULFONICO-4 PA 1KG," R$  123,66 ","0,00%",6192-52-5,2915.40.90,NAO,N,N,N,N,2585,8,6 - ANO,"97,5",1,Ácidos e Bases,Ácidos
AT07621RA,ACIDO TOLUENO SULFONICO-4 PA 250G," R$  42,16 ","0,00%",6192-52-5,2915.40.90,NAO,N,N,N,N,2585,8,6 - ANO,"97,5",1,Ácidos e Bases,Ácidos
AT07146SO,"ACIDO TOLUENO SULFONICO-4 SOL.0,01N 1L"," R$  45,45 ","0,00%",6192-52-5,2915.40.90,NAO,N,N,N,N,-,-,2 - ANO,"0,19",1,Ácidos e Bases,Ácidos
AT07159RA,ACIDO TRICLOROACETICO PA 100G," R$  23,93 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,1839,8,6 - ANO,98,"1,61",Ácidos e Bases,Ácidos
AT05765RA,ACIDO TRICLOROACETICO PA 1KG," R$  122,70 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,1839,8,6 - ANO,98,"1,61",Ácidos e Bases,Ácidos
AT08556RA,ACIDO TRICLOROACETICO PA 250G," R$  39,68 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,1839,8,6 - ANO,98,"1,61",Ácidos e Bases,Ácidos
AT09052RA,ACIDO TRICLOROACETICO PA 500G," R$  67,35 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,1839,8,6 - ANO,98,"1,61",Ácidos e Bases,Ácidos
AT006316SO,ACIDO TRICLOROACETICO SOL.1% 1L," R$  20,00 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,2564,8,4 - ANO,1,"0,98",Ácidos e Bases,Ácidos
AT06370SO,ACIDO TRICLOROACETICO SOL.12% 1L," R$  33,12 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,2564,8,4 - ANO,12,"1,02",Ácidos e Bases,Ácidos
AT02084SO,ACIDO TRICLOROACETICO SOL.15%. 1L	," R$  38,12 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,2564,8,4 - ANO,15,"1,62",Ácidos e Bases,Ácidos
AT09379SO,ACIDO TRICLOROACETICO SOL.20% 1L," R$  45,52 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,2564,8,4 - ANO,20,"1,07",Ácidos e Bases,Ácidos
AT09378SO,ACIDO TRICLOROACETICO SOL.25% 1L," R$  57,00 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,2564,8,4 - ANO,25,"1,09",Ácidos e Bases,Ácidos
AT04610SO,ACIDO TRICLOROACETICO SOL.35% 1L," R$  71,64 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,2564,8,4 - ANO,35,"1,1",Ácidos e Bases,Ácidos
AT04609SO,ACIDO TRICLOROACETICO SOL.40% 1L," R$  79,04 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,2564,8,4 - ANO,40,"1,12",Ácidos e Bases,Ácidos
AT09376SO,ACIDO TRICLOROACETICO SOL.48% 1L," R$  90,84 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,2564,8,4 - ANO,50,"1,29",Ácidos e Bases,Ácidos
AT04608SO,ACIDO TRICLOROACETICO SOL.70% 1L," R$  123,32 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,2564,8,4 - ANO,70,"1,3",Ácidos e Bases,Ácidos
AT09377SO,ACIDO TRICLOROACETICO SOL.80% 1L," R$  138,08 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,2564,8,4 - ANO,80,"1,31",Ácidos e Bases,Ácidos
AT06832SO,ACIDO TRICLOROACETICO SOL.90% 1L," R$  152,84 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,2564,8,4 - ANO,90,"1,34",Ácidos e Bases,Ácidos
AT09380SO,ACIDO TRICLOROACETICO SOL10% 1L," R$  34,76 ","0,00%",76-03-9,2915.40.90,NAO,N,N,N,N,2564,8,4 - ANO,10,"0,99",Ácidos e Bases,Ácidos
AT03963RA,ACIDO TRIFLUORACETICO 99% PA 100ML," R$  98,58 ","0,00%",76-05-1,2915.40.90,NAO,N,N,N,N,2699,8,6 - ANO,"99,8",1,Ácidos e Bases,Ácidos
AT03961RA,ACIDO TRIFLUORACETICO 99% PA 1L," R$  473,19 ","0,00%",76-05-1,2915.40.90,NAO,N,N,N,N,2699,8,6 - ANO,"99,8",1,Ácidos e Bases,Ácidos
AT03962RA,ACIDO TRIFLUORACETICO 99% PA 500ML," R$  262,88 ","0,00%",76-05-1,2915.40.90,NAO,N,N,N,N,2699,8,6 - ANO,"99,8",1,Ácidos e Bases,Ácidos
AT09559RA,"ACIDO TRIFLUORACETICO P/ ESPECTROSCOPIA UV MIN. 99,8% 100ML"," R$  181,40 ","0,00%",76-05-1,2915.40.90,NAO,N,N,N,N,2699,8,6 - ANO,"99,8",1,Ácidos e Bases,Ácidos
AT08357RA,"ACIDO TRIFLUORACETICO P/ ESPECTROSCOPIA UV MIN. 99,8% 1L"," R$  874,88 ","0,00%",76-05-1,2915.40.90,NAO,N,N,N,N,2699,8,6 - ANO,"99,8",1,Ácidos e Bases,Ácidos
AT09865RA,"ACIDO TRIFLUORACETICO P/ ESPECTROSCOPIA UV MIN. 99,8% 250ML"," R$  557,46 ","0,00%",76-05-1,2915.40.90,NAO,N,N,N,N,2699,8,6 - ANO,"99,8",1,Ácidos e Bases,Ácidos
AT03960RA,ACIDO TRIFLUOROACETICO LC-MS 50ML," R$  910,14 ","0,00%",76-05-1,2915.40.90,NAO,N,N,N,N,2699,8,6 - ANO,99,1,Ácidos e Bases,Ácidos
AT05592RA,ACIDO TRIFLUOROMETANOSULFONICO 100G," R$  2.452,32 ","0,00%",1493-13-6,2904.99.90,NAO,N,N,N,N,3265,8,6 - ANO,98,"1,69",Ácidos e Bases,Ácidos
AT05593RA,ACIDO TRIFLUOROMETANOSULFONICO 25G," R$  622,08 ","0,00%",1493-13-6,2904.99.90,NAO,N,N,N,N,3265,8,6 - ANO,98,"1,69",Ácidos e Bases,Ácidos
AU03814RA,ACIDO URICO PUREX 100GR," R$  3.791,60 ","0,00%",69-93-2,2917.19.90,NAO,N,N,N,N,-,-,6 - ANO,0,"1,01",Ácidos e Bases,Ácidos
AU05716RA,ACIDO URICO PUREX 25G," R$  1.895,80 ","0,00%",69-93-2,2917.19.90,NAO,N,N,N,N,-,-,6 - ANO,99,"1,01",Ácidos e Bases,Ácidos
A06307RA,ACRILAMIDA PS 250G," R$  56,28 ","0,00%",79-06-1,2924.19.31,NAO,N,N,N,N,2074,6.1,6 - ANO,98,"1,12",Compostos Orgânicos,Ésteres e Amidas
A06025RA,ACRILAMIDA PS 500G," R$  69,30 ","0,00%",79-06-1,2924.19.31,NAO,N,N,N,N,2074,6.1,6 - ANO,98,"1,12",Compostos Orgânicos,Ésteres e Amidas
AE05201RA,ACRILATO DE ETILA 1L," R$  260,86 ","0,00%",140-88-5,2916.12.20,NAO,N,N,N,N,1917,3,6 - ANO,"99,5","0,92",Compostos Orgânicos,Ésteres e Amidas
AC06924SO,ACUCAR INVERTIDO SOL.1% 1L," R$  53,23 ","0,00%",65207-55-8,1701.99.00,NAO,N,N,N,N,1760,8,2 - ANO,1,"0,98",Compostos Orgânicos,Diversos
A06359RA,ADONITOL PUREX 5G," R$  309,07 ","0,00%",488-81-3,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,08",Compostos Orgânicos,Diversos
A09310RA,AGAR AGAR 500G (ORIGINAL)," R$  225,56 ","0,00%",9002-18-0,1302.31.00,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Açúcares e Carboidratos
A05755RA,AGAROSE ALTA ELETROENDOSMOSE 25G," R$  154,91 ","0,00%",9012-36-6,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Açúcares e Carboidratos
A05568RA,AGAROSE BAIXA ELETROENDOSMOSE PA 25G," R$  142,19 ","0,00%",9012-36-6,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Açúcares e Carboidratos
A06386RA,AGAROSE P/ELETROFORESE 100G," R$  491,58 ","0,00%",9012-36-6,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Açúcares e Carboidratos
A09636RA,AGAROSE P/ELETROFORESE 25G," R$  145,50 ","0,00%",9012-36-6,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Açúcares e Carboidratos
A06762RA,AGAROSE PADRAO BIOL MOLEC. E BIOQ. 500G," R$  1.855,30 ","0,00%",9012-36-6,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,0,1,Reagentes Especiais,Soluções e Tampões
AB09437SO,AGUA BIDESTILADA 1L," R$  7,48 ","0,00%",7732-18-5,3301.90.30,NAO,N,N,N,N,-,-,4 - ANO,0,1,Solventes e Água,Água e Diluentes
AC06267SO,AGUA DE CLORO 1L," R$  297,30 ","0,00%",7782-50-5,2828.90.11,NAO,N,N,N,N,1760,8,2 - ANO,5,"0,98",Solventes e Água,Água e Diluentes
AD09361SO,AGUA DEIONIZADA 1L," R$  5,50 ","0,00%",7732-18-5,2853.90.90,NAO,N,N,N,N,-,-,4 - ANO,0,1,Solventes e Água,Água e Diluentes
AD09362SO,AGUA DEIONIZADA 5L," R$  17,48 ","0,00%",7732-18-5,2853.90.90,NAO,N,N,N,N,-,-,4 - ANO,0,1,Solventes e Água,Água e Diluentes
AD04614RA,AGUA DESMINERALIZADA 5L," R$  16,65 ","0,00%",7732-18-5,2853.90.90,NAO,N,N,N,N,-,-,4 - ANO,0,1,Solventes e Água,Água e Diluentes
AD09758SO,AGUA DESTILADA 1L," R$  5,50 ","0,00%",7732-18-5,2853.90.90,NAO,N,N,N,N,-,-,4 - ANO,0,1,Solventes e Água,Água e Diluentes
AD09320SO,AGUA DESTILADA 5L," R$  24,25 ","0,00%",7732-18-5,2853.90.90,NAO,N,N,N,N,-,-,4 - ANO,0,1,Solventes e Água,Água e Diluentes
AR09838RA,AGUA RAZ DESODORIZADO 1L," R$  43,40 ","0,00%",64742-82-1,2710.12.30,NAO,N,N,N,N,1263,3,4 - ANO,0,1,Solventes e Água,Água e Diluentes
A05613SO,AGUA ULTRA PURA TIPO 1 1L," R$  53,55 ","0,00%",7732-18-5,2853.90.90,NAO,N,N,N,N,-,-,4 - ANO,0,1,Solventes e Água,Água e Diluentes
A06993RA,ALANINA-L PA 100G," R$  27,99 ","0,00%",56-41-7,2922.49.90,NAO,N,N,N,N,-,-,6 - ANO,"98,5","1,43",Compostos Orgânicos,Aminoácidos
A06478RA,ALANINA-L PA 1KG," R$  186,14 ","0,00%",56-41-7,2922.49.90,NAO,N,N,N,N,-,-,6 - ANO,"98,5","1,43",Compostos Orgânicos,Aminoácidos
A07862RA,ALANTOINA PURISSIMO 100G," R$  44,55 ","0,00%",97-59-6,2933.21.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Compostos Orgânicos,Diversos
A06491RA,ALANTOINA PURISSIMO 250G," R$  102,57 ","0,00%",97-59-6,2933.21.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Compostos Orgânicos,Diversos
A06490RA,ALANTOINA PURISSIMO 500G," R$  199,00 ","0,00%",97-59-6,2933.21.90,NAO,N,N,N,N,-,-,6 - ANO,99,1,Compostos Orgânicos,Diversos
AM04892RA,ALARANJADO DE METILA PA ACS 100G," R$  61,05 ","0,00%",547-58-0,3204.12.10,SIM,N,N,N,N,3143,6.1,6 - ANO,0,"1,468",Indicadores,Indicadores e Corantes
AM04893RA,ALARANJADO DE METILA PA ACS 25G," R$  22,76 ","0,00%",547-58-0,3204.12.10,SIM,N,N,N,N,3143,6.1,6 - ANO,0,"1,468",Indicadores,Indicadores e Corantes
AM04896SO,"ALARANJADO DE METILA SOL.0,05% 1L"," R$  15,93 ","0,00%",547-58-0,3204.12.10,SIM,N,N,N,N,-,-,4 - ANO,"0,05",1,Indicadores,Indicadores e Corantes
AM04895SO,"ALARANJADO DE METILA SOL.0,1% 1L"," R$  15,89 ","0,00%",547-58-0,3204.12.10,SIM,N,N,N,N,-,-,4 - ANO,"0,1",1,Indicadores,Indicadores e Corantes
AM04900SO,"ALARANJADO DE METILA SOL.0,2% 1L"," R$  16,16 ","0,00%",547-58-0,3204.12.10,SIM,N,N,N,N,-,-,4 - ANO,"0,2",1,Indicadores,Indicadores e Corantes
AM04897SO,"ALARANJADO DE METILA SOL.0,5% ALC. 1L"," R$  22,36 ","0,00%",547-58-0,3204.12.10,SIM,N,N,N,N,1993,3,4 - ANO,"0,5",1,Indicadores,Indicadores e Corantes
AM04899SO,"ALARANJADO DE METILA SOL.0,5% AQ. 1L"," R$  17,79 ","0,00%",547-58-0,3204.12.10,SIM,N,N,N,N,-,-,2 - ANO,"0,5",1,Indicadores,Indicadores e Corantes
AM04898SO,ALARANJADO DE METILA SOL.1% 1L," R$  17,32 ","0,00%",547-58-0,3204.12.10,SIM,N,N,N,N,-,-,4 - ANO,1,1,Indicadores,Indicadores e Corantes
AM04894SO,"ALARANJADO DE METILA SOLUCAO (PH 3,1-4,4) 1L"," R$  17,33 ","0,00%",547-58-0,3204.12.10,SIM,N,N,N,N,-,-,2 - ANO,1,1,Indicadores,Indicadores e Corantes
AX04904RA,ALARANJADO DE XILENOL 1% EM CLORETO DE POTASSIO ( MISTURA SOLIDA) 100G," R$  16,50 ","0,00%",-,3204.12.10,NAO,N,N,N,N,-,-,6 - ANO,1,"1,98",Indicadores,Indicadores e Corantes
AX04832SO,"ALARANJADO DE XILENOL SOL.0,05% 500ML"," R$  24,19 ","0,00%",3618-43-7,3204.12.10,SIM,N,N,N,N,-,-,4 - ANO,"0,05",1,Indicadores,Indicadores e Corantes
AX04248SO,"ALARANJADO DE XILENOL SOL.0,1% AQUOSA 1L"," R$  27,69 ","0,00%",3618-43-7,3204.12.10,SIM,N,N,N,N,-,-,4 - ANO,"0,1","0,99",Indicadores,Indicadores e Corantes
AX04823SO,"ALARANJADO DE XILENOL SOL.0,1% EM ETANOL 1L"," R$  30,73 ","0,00%",3618-43-7,3204.12.10,SIM,N,N,N,N,1993,3,4 - ANO,1,"0,99",Indicadores,Indicadores e Corantes
AX04902SO,ALARANJADO DE XILENOL SOL.500ML," R$  20,62 ","0,00%",3618-43-7,3204.12.10,SIM,N,N,N,N,-,-,2 - ANO,"0,2",1,Indicadores,Indicadores e Corantes
A05778RA,ALARANJADO G (CI.16230) (ORANGE G) P/MICROSCOPIA 100G," R$  30,14 ","0,00%",1936-15-8,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,0,1,Indicadores,Indicadores e Corantes
A08198RA,ALARANJADO G (CI.16230) (ORANGE G) P/MICROSCOPIA 25G," R$  9,54 ","0,00%",1936-15-8,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,0,1,Indicadores,Indicadores e Corantes
AA07467RA,ALCOOL AMILICO-N (1-PENTANOL) 99% PA 1L," R$  235,75 ","0,00%",71-41-0,2905.19.96,NAO,N,N,N,N,1105,3,6 - ANO,98,"0,81",Solventes e Água,Solventes
AB08361RA,ALCOOL BENZILICO PA ACS 1L," R$  69,90 ","0,00%",100-51-6,2906.21.00,NAO,N,N,N,N,3334,9,6 - ANO,99,"1,05",Solventes e Água,Solventes
AB09665RA,ALCOOL BUTILICO TERC. (3-BUTANOL) PA 1L," R$  69,89 ","0,00%",75-65-0,2905.14.30,NAO,N,N,N,N,1120,3,6 - ANO,99,"0,775",Solventes e Água,Solventes
AC09994RA,ALCOOL CETILICO PA (1-HEXADECANOL) 500G," R$  40,35 ","0,00%",36653-82-4,2905.17.20,NAO,N,N,N,N,-,-,6 - ANO,98,"0,818",Solventes e Água,Solventes
AC08327RA,ALCOOL CETOESTEARILICO ETOX.20 OE 1KG," R$  67,72 ","0,00%",67762-30-5,3823.70.10,NAO,N,N,N,N,-,-,6 - ANO,0,"1,006",Solventes e Água,Solventes
AC09157RA,ALCOOL CETOESTEARILICO ETOX.20 OE 500G," R$  37,03 ","0,00%",67762-30-5,3823.70.10,NAO,N,N,N,N,-,-,6 - ANO,0,"1,006",Solventes e Água,Solventes
AE07326RA,"ALCOOL ETILICO 92,8ºINPM 1L"," R$  13,43 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,"92,8","0,8",Solventes e Água,Solventes
AE09131RA,"ALCOOL ETILICO 94,2ºINPM 1L F.P"," R$  13,57 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,"94,2","0,8",Solventes e Água,Solventes
AE09598RA,ALCOOL ETILICO 95% PA 1L," R$  17,94 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,95,"0,8",Solventes e Água,Solventes
AE06912RA,ALCOOL ETILICO 95% PA 1L F.P," R$  13,57 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,95,"0,8",Solventes e Água,Solventes
AE06390RA,ALCOOL ETILICO 95% PA 5L," R$  67,72 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,95,"0,8",Solventes e Água,Solventes
AE04803RA,ALCOOL ETILICO 95% PA ACS 1L," R$  22,47 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,95,"0,8",Solventes e Água,Solventes
AE04802RA,ALCOOL ETILICO 95% PA ACS 5L," R$  78,45 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,95,"0,8",Solventes e Água,Solventes
AE09194RA,ALCOOL ETILICO 96% GL COMERCIAL 1L," R$  13,43 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,4 - ANO,96,"0,8",Solventes e Água,Solventes
AE09192RA,ALCOOL ETILICO 96% GL COMERCIAL 5L," R$  58,31 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,4 - ANO,96,"0,8",Solventes e Água,Solventes
AE05731RA,ALCOOL ETILICO 96GL EXTRA FINO NEUTRO PA 1L," R$  26,50 ","0,00%",64-17-5,2207.10.90,NAO,N,N,N,N,1170,3,6 - ANO,96,"0,8",Solventes e Água,Solventes
AE05730RA,ALCOOL ETILICO 96GL EXTRA FINO NEUTRO PA 5L," R$  82,60 ","0,00%",64-17-5,2207.10.90,NAO,N,N,N,N,1170,3,6 - ANO,96,"0,8",Solventes e Água,Solventes
AE07218RA,"ALCOOL ETILICO ABS. 99,5% PA 1L"," R$  19,49 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,"99,5","0,79",Solventes e Água,Solventes
AE07145RA,"ALCOOL ETILICO ABS. 99,5% PA 1L F.P"," R$  13,57 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,"99,5","0,79",Solventes e Água,Solventes
AE09454RA,"ALCOOL ETILICO ABS. 99,5% PA 5L"," R$  67,72 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,"99,5","0,79",Solventes e Água,Solventes
AE04800RA,"ALCOOL ETILICO ABS. 99,5% PA ACS 1L"," R$  67,10 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,"99,5","0,79",Solventes e Água,Solventes
AE04795RA,"ALCOOL ETILICO ABS. 99,5% PA ACS 5L"," R$  279,14 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,"99,5","0,79",Solventes e Água,Solventes
AE06734RA,"ALCOOL ETILICO ABS. PA 99,8% 5L"," R$  58,93 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,"99,8","0,79",Solventes e Água,Solventes
AE07783RA,"ALCOOL ETILICO ABS.HPLC PLUS 99,8% 1L"," R$  75,96 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,"99,8","0,79",Solventes e Água,Solventes
AE09700RA,"ALCOOL ETILICO ABS.PA 99,8% 1L"," R$  18,42 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,"99,8","0,79",Solventes e Água,Solventes
AE06689RA,"ALCOOL ETILICO ABS.PA 99,8% 1L F.P"," R$  13,57 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,"99,8","0,79",Solventes e Água,Solventes
AE09499RA,"ALCOOL ETILICO ABS.PURO 99,8% 1L F.P"," R$  13,57 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,4 - ANO,"99,8","0,79",Solventes e Água,Solventes
AE06377RA,ALCOOL ETILICO ABSOLUTO PA ACS ISO 1L," R$  67,90 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,"99,9","0,79",Solventes e Água,Solventes
AE06913RA,ALCOOL ETILICO PA 96% 1L F.P," R$  13,57 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,96,"0,8",Solventes e Água,Solventes
AE09610RA,ALCOOL ETILICO PA 96% 1L F.V," R$  19,49 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,96,"0,8",Solventes e Água,Solventes
AE07321RA,ALCOOL ETILICO PA 96% 5L," R$  58,31 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,6 - ANO,96,"0,8",Solventes e Água,Solventes
AE03361SO,ALCOOL ETILICO SOL.46% 5L," R$  39,37 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,4 - ANO,46,"0,92",Solventes e Água,Solventes
AE09674SO,ALCOOL ETILICO SOL.70% 1L," R$  10,91 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,4 - ANO,70,"0,88",Solventes e Água,Solventes
AE09629SO,ALCOOL ETILICO SOL.70% 5L," R$  49,54 ","0,00%",64-17-5,2207.10.10,NAO,N,N,N,N,1170,3,4 - ANO,70,"0,88",Solventes e Água,Solventes
AI07474RA,ALCOOL ISO AMILICO PA ACS 1L," R$  46,47 ","0,00%",123-51-3,2905.19.96,NAO,N,N,N,N,1105,3,6 - ANO,"98,5","0,809",Solventes e Água,Solventes
AO08199RA,ALCOOL OCTILICO NORMAL PA ACS 1L," R$  28,31 ","0,00%",111-87-5,2905.16.00,NAO,N,N,N,N,1993,3,6 - ANO,99,"0,824",Solventes e Água,Solventes
AP03596RA,ALCOOL POLIVINILICO PS 1KG," R$  65,92 ","0,00%",9002-89-5,3905.30.00,NAO,N,N,N,N,-,-,6 - ANO,0,"1,19",Solventes e Água,Solventes
AP09210RA,ALCOOL POLIVINILICO PS 500G," R$  37,95 ","0,00%",9002-89-5,3905.30.00,NAO,N,N,N,N,-,-,6 - ANO,0,"1,19",Solventes e Água,Solventes
AA03865RA,ALDEIDO ANISICO-4 (P-ANISALDEIDO) PS 100ML," R$  240,53 ","0,00%",123-11-5,2912.29.90,NAO,N,N,N,N,-,-,6 - ANO,98,"1,11",Compostos Orgânicos,Aldeídos e Cetonas
